Date;Confirmed;Deaths;Recovered;start_date;NewCases;lockdown_severity;lockdown_severity;maximum_together;mentality_grade;government_performance;kindergarten_closed;Highschool closed;University_closed;Grocery_max_in_store;Cinemas closed;restaurants_closed_to_everyone;first_school_closure;Month;Spring holiday;Passenger transport inc transit;Transit direct;Passengers scheduled;Passengers non scheduled;Passengers Europe;Passengers intercontinental;Passengers O&D;Passengers Transfer;Air transport movements;Air transport movements Europe;Air transport movements intercontinental;Cargo;Cargo Europe;Cargo North America;Cargo Latin America;Cargo Middle East;Cargo Far East;Travel advice Italy updated;Second confirmed case;Third Confirmed case;Larger events banned;Events more than 100 banned;Flights cancelled ch, it, ir, s.kor;Restaurants closed;Stricter social distance rules;Decline in patients;Contact professions closed;Work from home;maximum_together_sports;Borders closed third countries;DDVEC_S;FHVEC_S;FG_S;FHX_S;FHXH_S;FHN_S;FHNH_S;FXX_S;FXXH_S;TG_S;TN_S;TNH_S;TX_S;TXH_S;T10N_S;T10NH_S;SQ_S;SP_S;Q_S;DR_S;RH_S;RHX_S;RHXH_S;PG_S;PX_S;PXH_S;PN_S;PNH_S;VVN_S;VVNH_S;VVX_S;VVXH_S;NG_S;UG_S;UX_S;UXH_S;UN_S;UNH_S;EV24_S;DDVEC;FHVEC;FG;FHX;FHXH;FHN;FHNH;FXX;FXXH;TG;TN;TNH;TX;TXH;T10N;T10NH;SQ;SP;Q;DR;RH;RHX;RHXH;PG;PX;PXH;PN;PNH;VVN;VVNH;VVX;VVXH;NG;UG;UX;UXH;UN;UNH;EV24;Population;Children born;Deats total;Immigration;Emmigration
2020-02-29;6.0;0.0;0.0;0.0;4.0;0;1;3.0;7.0;8.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;200.0;1.0;4719956.0;187.0;4701062.0;18707.0;3329009.0;1390760.0;3011143.0;1708626.0;34992.0;28414.0;6578.0;116293.0;5521.0;8694.0;10539.0;7278.0;16860.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;3.0;0.0;208.0;101.0;109.0;130.0;14.0;90.0;3.0;210.0;14.0;84.0;49.0;22.0;121.0;11.0;41.0;24.0;37.0;34.0;543.0;14.0;16.0;8.0;14.0;9890.0;9962.0;1.0;9817.0;13.0;59.0;12.0;81.0;17.0;6.0;77.0;89.0;1.0;63.0;17.0;8.0;208.0;70.0;75.0;100.0;21.0;50.0;5.0;280.0;14.0;87.0;52.0;24.0;126.0;12.0;42.0;24.0;29.0;27.0;512.0;16.0;17.0;13.0;14.0;9901.0;9972.0;1.0;9828.0;13.0;56.0;4.0;80.0;19.0;6.0;75.0;93.0;4.0;63.0;11.0;7.0;17414806;12866;12872;21320;12140
2020-03-01;10.0;0.0;0.0;0.0;8.0;0;1;3.0;7.0;8.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;300.0;1.0;2476512.0;140.0;2463712.0;12660.0;1641935.0;834437.0;1498230.0;978142.0;25155.0;19850.0;5305.0;120481.0;9600.0;8370.0;7213.0;9342.0;20476.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;3.0;0.0;210.0;95.0;96.0;130.0;2.0;50.0;19.0;200.0;2.0;61.0;38.0;24.0;91.0;12.0;27.0;24.0;57.0;53.0;885.0;2.0;1.0;1.0;14.0;9902.0;9910.0;14.0;9891.0;6.0;57.0;14.0;80.0;13.0;6.0;78.0;89.0;24.0;67.0;13.0;12.0;218.0;67.0;67.0;90.0;2.0;30.0;18.0;180.0;10.0;66.0;46.0;24.0;92.0;13.0;30.0;24.0;44.0;41.0;785.0;0.0;-1.0;-1.0;1.0;9910.0;9917.0;11.0;9903.0;5.0;70.0;24.0;80.0;12.0;7.0;72.0;83.0;24.0;57.0;14.0;10.0;17423980;13598;16202;15740;12910
2020-03-02;18.0;0.0;0.0;0.0;6.0;0;1;3.0;7.0;8.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;300.0;0.0;2476512.0;140.0;2463712.0;12660.0;1641935.0;834437.0;1498230.0;978142.0;25155.0;19850.0;5305.0;120481.0;9600.0;8370.0;7213.0;9342.0;20476.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;3.0;0.0;200.0;24.0;45.0;60.0;4.0;30.0;14.0;90.0;4.0;50.0;18.0;23.0;77.0;14.0;-2.0;24.0;0.0;0.0;253.0;92.0;54.0;13.0;15.0;9902.0;9963.0;24.0;9875.0;13.0;45.0;9.0;70.0;1.0;7.0;91.0;95.0;9.0;84.0;21.0;3.0;195.0;20.0;31.0;50.0;1.0;10.0;16.0;90.0;8.0;55.0;35.0;24.0;78.0;14.0;14.0;24.0;0.0;0.0;244.0;95.0;87.0;17.0;7.0;9905.0;9966.0;24.0;9877.0;13.0;44.0;8.0;70.0;1.0;7.0;90.0;95.0;18.0;83.0;1.0;3.0;17423980;13598;16202;15740;12910
2020-03-03;24.0;0.0;0.0;0.0;14.0;0;1;3.0;7.0;8.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;300.0;0.0;2476512.0;140.0;2463712.0;12660.0;1641935.0;834437.0;1498230.0;978142.0;25155.0;19850.0;5305.0;120481.0;9600.0;8370.0;7213.0;9342.0;20476.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;3.0;0.0;226.0;42.0;48.0;90.0;17.0;20.0;20.0;140.0;17.0;45.0;-3.0;6.0;92.0;14.0;-16.0;6.0;75.0;68.0;969.0;18.0;14.0;5.0;23.0;10017.0;10071.0;24.0;9968.0;1.0;64.0;23.0;80.0;13.0;4.0;84.0;94.0;2.0;65.0;14.0;12.0;223.0;30.0;33.0;60.0;12.0;10.0;19.0;100.0;12.0;44.0;9.0;23.0;88.0;12.0;-9.0;24.0;70.0;64.0;915.0;15.0;27.0;12.0;18.0;10021.0;10076.0;24.0;9972.0;1.0;57.0;18.0;80.0;13.0;3.0;83.0;97.0;20.0;65.0;13.0;11.0;17423980;13598;16202;15740;12910
2020-03-04;38.0;0.0;0.0;0.0;44.0;0;1;3.0;7.0;8.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;300.0;0.0;2476512.0;140.0;2463712.0;12660.0;1641935.0;834437.0;1498230.0;978142.0;25155.0;19850.0;5305.0;120481.0;9600.0;8370.0;7213.0;9342.0;20476.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;3.0;0.0;245.0;27.0;38.0;70.0;12.0;10.0;19.0;100.0;12.0;64.0;33.0;2.0;96.0;13.0;8.0;24.0;84.0;76.0;1033.0;16.0;9.0;5.0;24.0;10083.0;10101.0;11.0;10053.0;24.0;39.0;3.0;80.0;14.0;7.0;80.0;96.0;2.0;59.0;14.0;14.0;228.0;19.0;26.0;40.0;9.0;10.0;18.0;100.0;12.0;65.0;35.0;3.0;105.0;13.0;23.0;6.0;61.0;55.0;907.0;6.0;9.0;5.0;1.0;10086.0;10103.0;11.0;10055.0;24.0;45.0;3.0;81.0;17.0;7.0;79.0;95.0;3.0;59.0;11.0;12.0;17423980;13598;16202;15740;12910
2020-03-05;82.0;0.0;0.0;0.0;46.0;3;1;3.0;7.0;8.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;300.0;0.0;2476512.0;140.0;2463712.0;12660.0;1641935.0;834437.0;1498230.0;978142.0;25155.0;19850.0;5305.0;120481.0;9600.0;8370.0;7213.0;9342.0;20476.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;3.0;0.0;75.0;52.0;55.0;70.0;15.0;20.0;1.0;110.0;16.0;58.0;44.0;2.0;70.0;13.0;38.0;6.0;0.0;0.0;361.0;88.0;74.0;14.0;21.0;9950.0;10045.0;1.0;9891.0;22.0;59.0;1.0;75.0;15.0;8.0;88.0;96.0;2.0;80.0;15.0;5.0;73.0;39.0;42.0;60.0;14.0;20.0;1.0;100.0;14.0;55.0;44.0;4.0;68.0;13.0;41.0;6.0;0.0;0.0;280.0;100.0;118.0;19.0;19.0;9948.0;10048.0;1.0;9882.0;23.0;42.0;17.0;70.0;15.0;8.0;90.0;94.0;3.0;81.0;14.0;4.0;17423980;13598;16202;15740;12910
2020-03-06;128.0;1.0;0.0;0.0;60.0;3;1;3.0;7.0;8.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;300.0;0.0;2476512.0;140.0;2463712.0;12660.0;1641935.0;834437.0;1498230.0;978142.0;25155.0;19850.0;5305.0;120481.0;9600.0;8370.0;7213.0;9342.0;20476.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;3.0;0.0;340.0;47.0;50.0;70.0;15.0;20.0;23.0;110.0;15.0;64.0;24.0;24.0;96.0;14.0;1.0;24.0;31.0;28.0;796.0;37.0;27.0;13.0;1.0;10001.0;10115.0;24.0;9895.0;1.0;57.0;4.0;75.0;10.0;7.0;82.0;93.0;1.0;72.0;10.0;11.0;344.0;39.0;40.0;60.0;11.0;10.0;24.0;100.0;9.0;62.0;38.0;24.0;85.0;13.0;22.0;24.0;11.0;10.0;674.0;49.0;19.0;6.0;1.0;9996.0;10116.0;24.0;9885.0;1.0;56.0;1.0;72.0;22.0;8.0;80.0;93.0;1.0;68.0;13.0;9.0;17423980;13598;16202;15740;12910
2020-03-07;188.0;1.0;0.0;0.0;77.0;3;1;3.0;7.0;8.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;300.0;0.0;2476512.0;140.0;2463712.0;12660.0;1641935.0;834437.0;1498230.0;978142.0;25155.0;19850.0;5305.0;120481.0;9600.0;8370.0;7213.0;9342.0;20476.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;3.0;0.0;221.0;51.0;56.0;80.0;12.0;20.0;4.0;120.0;13.0;68.0;9.0;6.0;112.0;13.0;-25.0;6.0;73.0;65.0;1070.0;0.0;-1.0;-1.0;1.0;10153.0;10170.0;12.0;10123.0;1.0;65.0;21.0;82.0;15.0;4.0;76.0;90.0;4.0;54.0;12.0;14.0;220.0;38.0;41.0;60.0;13.0;10.0;3.0;120.0;14.0;66.0;-8.0;5.0;106.0;13.0;-30.0;6.0;64.0;57.0;959.0;0.0;0.0;0.0;1.0;10159.0;10176.0;12.0;10123.0;1.0;13.0;5.0;81.0;13.0;4.0;76.0;97.0;5.0;56.0;12.0;13.0;17423980;13598;16202;15740;12910
2020-03-08;265.0;3.0;0.0;0.0;56.0;11;1;3.0;7.0;8.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;300.0;0.0;2476512.0;140.0;2463712.0;12660.0;1641935.0;834437.0;1498230.0;978142.0;25155.0;19850.0;5305.0;120481.0;9600.0;8370.0;7213.0;9342.0;20476.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;3.0;0.0;204.0;80.0;82.0;110.0;9.0;50.0;19.0;160.0;10.0;88.0;70.0;20.0;109.0;16.0;60.0;24.0;8.0;7.0;354.0;23.0;109.0;64.0;20.0;10080.0;10128.0;1.0;10060.0;18.0;50.0;19.0;74.0;16.0;8.0;85.0;93.0;19.0;80.0;8.0;5.0;200.0;54.0;55.0;70.0;10.0;40.0;18.0;150.0;11.0;87.0;71.0;6.0;102.0;16.0;60.0;6.0;8.0;7.0;314.0;14.0;6.0;2.0;10.0;10090.0;10139.0;1.0;10065.0;20.0;56.0;10.0;75.0;2.0;8.0;82.0;88.0;19.0;76.0;9.0;4.0;17423980;13598;16202;15740;12910
2020-03-09;321.0;3.0;0.0;0.0;61.0;19;4;3.0;7.0;8.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;300.0;0.0;2476512.0;140.0;2463712.0;12660.0;1641935.0;834437.0;1498230.0;978142.0;25155.0;19850.0;5305.0;120481.0;9600.0;8370.0;7213.0;9342.0;20476.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;3.0;0.0;237.0;62.0;67.0;100.0;24.0;40.0;3.0;150.0;24.0;78.0;59.0;3.0;106.0;12.0;48.0;6.0;54.0;47.0;946.0;20.0;22.0;16.0;24.0;10100.0;10131.0;17.0;10059.0;24.0;60.0;3.0;75.0;10.0;7.0;82.0;92.0;3.0;69.0;12.0;13.0;229.0;42.0;45.0;70.0;24.0;30.0;7.0;130.0;24.0;78.0;63.0;6.0;106.0;12.0;58.0;6.0;47.0;41.0;936.0;26.0;37.0;14.0;24.0;10106.0;10134.0;17.0;10072.0;1.0;59.0;23.0;80.0;13.0;8.0;80.0;91.0;7.0;65.0;11.0;13.0;17423980;13598;16202;15740;12910
2020-03-10;382.0;4.0;0.0;0.0;121.0;19;5;3.0;7.0;8.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;300.0;0.0;2476512.0;140.0;2463712.0;12660.0;1641935.0;834437.0;1498230.0;978142.0;25155.0;19850.0;5305.0;120481.0;9600.0;8370.0;7213.0;9342.0;20476.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;3.0;0.0;236.0;106.0;110.0;140.0;19.0;70.0;24.0;210.0;21.0;105.0;66.0;1.0;124.0;16.0;61.0;6.0;0.0;0.0;251.0;138.0;111.0;26.0;1.0;10026.0;10069.0;24.0;10009.0;4.0;35.0;2.0;67.0;14.0;8.0;91.0;96.0;4.0;86.0;23.0;4.0;234.0;66.0;70.0;80.0;1.0;50.0;23.0;160.0;17.0;101.0;63.0;3.0;119.0;19.0;59.0;6.0;0.0;0.0;179.0;147.0;164.0;21.0;1.0;10035.0;10074.0;24.0;10019.0;14.0;36.0;22.0;66.0;16.0;8.0;92.0;95.0;9.0;88.0;18.0;3.0;17423980;13598;16202;15740;12910
2020-03-11;503.0;5.0;0.0;0.0;0.0;48;5;3.0;7.0;8.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;300.0;0.0;2476512.0;140.0;2463712.0;12660.0;1641935.0;834437.0;1498230.0;978142.0;25155.0;19850.0;5305.0;120481.0;9600.0;8370.0;7213.0;9342.0;20476.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;3.0;0.0;237.0;74.0;77.0;120.0;23.0;30.0;3.0;190.0;20.0;108.0;91.0;7.0;131.0;13.0;85.0;12.0;59.0;51.0;1099.0;52.0;35.0;11.0;2.0;10082.0;10110.0;11.0;10036.0;24.0;45.0;22.0;80.0;13.0;8.0;84.0;96.0;2.0;66.0;13.0;16.0;234.0;48.0;49.0;80.0;23.0;20.0;3.0;160.0;23.0;110.0;92.0;2.0;135.0;14.0;88.0;6.0;40.0;35.0;891.0;69.0;80.0;23.0;2.0;10089.0;10115.0;11.0;10051.0;24.0;36.0;23.0;75.0;11.0;8.0;85.0;96.0;3.0;71.0;12.0;13.0;17423980;13598;16202;15740;12910
2020-03-12;503.0;5.0;0.0;0.0;301.0;48;5;3.0;7.0;8.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;300.0;0.0;2476512.0;140.0;2463712.0;12660.0;1641935.0;834437.0;1498230.0;978142.0;25155.0;19850.0;5305.0;120481.0;9600.0;8370.0;7213.0;9342.0;20476.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;3.0;0.0;245.0;118.0;122.0;140.0;3.0;100.0;18.0;240.0;15.0;86.0;51.0;15.0;114.0;1.0;47.0;18.0;92.0;79.0;1281.0;2.0;2.0;2.0;15.0;10074.0;10103.0;12.0;10025.0;3.0;62.0;19.0;81.0;6.0;4.0;66.0;81.0;3.0;52.0;10.0;18.0;243.0;71.0;73.0;80.0;1.0;60.0;18.0;190.0;5.0;84.0;58.0;8.0;110.0;2.0;50.0;12.0;73.0;63.0;1164.0;27.0;47.0;19.0;5.0;10083.0;10110.0;11.0;10036.0;3.0;60.0;7.0;83.0;5.0;4.0;66.0;86.0;1.0;48.0;11.0;16.0;17423980;13598;16202;15740;12910
2020-03-13;804.0;10.0;0.0;0.0;155.0;48;5;3.0;7.0;8.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;300.0;0.0;2476512.0;140.0;2463712.0;12660.0;1641935.0;834437.0;1498230.0;978142.0;25155.0;19850.0;5305.0;120481.0;9600.0;8370.0;7213.0;9342.0;20476.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;3.0;0.0;271.0;63.0;70.0;120.0;1.0;10.0;20.0;190.0;1.0;68.0;13.0;24.0;95.0;11.0;-15.0;24.0;28.0;24.0;737.0;11.0;14.0;5.0;3.0;10158.0;10210.0;23.0;10086.0;2.0;57.0;9.0;75.0;13.0;7.0;79.0;93.0;24.0;70.0;1.0;10.0;257.0;39.0;42.0;70.0;2.0;10.0;19.0;150.0;11.0;66.0;17.0;24.0;90.0;12.0;1.0;24.0;22.0;19.0;565.0;29.0;54.0;19.0;13.0;10161.0;10212.0;22.0;10096.0;1.0;3.0;24.0;76.0;7.0;7.0;81.0;98.0;23.0;67.0;1.0;8.0;17423980;13598;16202;15740;12910
2020-03-14;959.0;12.0;2.0;0.0;176.0;61;5;3.0;7.0;8.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;300.0;0.0;2476512.0;140.0;2463712.0;12660.0;1641935.0;834437.0;1498230.0;978142.0;25155.0;19850.0;5305.0;120481.0;9600.0;8370.0;7213.0;9342.0;20476.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;3.0;0.0;163.0;51.0;55.0;80.0;13.0;20.0;1.0;120.0;14.0;70.0;5.0;2.0;120.0;15.0;-18.0;6.0;55.0;47.0;1057.0;6.0;2.0;1.0;21.0;10179.0;10207.0;1.0;10145.0;24.0;9.0;6.0;82.0;16.0;7.0;83.0;98.0;6.0;56.0;15.0;14.0;172.0;39.0;41.0;60.0;12.0;10.0;1.0;110.0;13.0;67.0;4.0;3.0;118.0;15.0;-7.0;6.0;56.0;48.0;1088.0;5.0;5.0;5.0;22.0;10185.0;10210.0;1.0;10155.0;24.0;0.0;4.0;83.0;16.0;7.0;80.0;99.0;2.0;55.0;15.0;15.0;17423980;13598;16202;15740;12910
2020-03-15;1135.0;20.0;2.0;1.0;278.0;66;5;3.0;7.0;8.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;300.0;0.0;2476512.0;140.0;2463712.0;12660.0;1641935.0;834437.0;1498230.0;978142.0;25155.0;19850.0;5305.0;120481.0;9600.0;8370.0;7213.0;9342.0;20476.0;1.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;3.0;0.0;193.0;62.0;65.0;100.0;11.0;30.0;21.0;160.0;12.0;94.0;79.0;1.0;112.0;11.0;69.0;24.0;3.0;3.0;352.0;0.0;-1.0;-1.0;1.0;10116.0;10141.0;1.0;10101.0;17.0;60.0;7.0;75.0;10.0;8.0;80.0;90.0;1.0;70.0;18.0;5.0;189.0;46.0;47.0;80.0;12.0;20.0;22.0;140.0;11.0;96.0;77.0;1.0;112.0;17.0;54.0;24.0;7.0;6.0;404.0;0.0;0.0;0.0;1.0;10123.0;10151.0;1.0;10110.0;14.0;66.0;7.0;80.0;11.0;8.0;78.0;89.0;6.0;68.0;12.0;6.0;17423980;13598;16202;15740;12910
2020-03-16;1413.0;24.0;2.0;1.0;292.0;66;7;3.0;7.0;8.0;1.0;1.0;1.0;30.0;1.0;1.0;1.0;300.0;0.0;2476512.0;140.0;2463712.0;12660.0;1641935.0;834437.0;1498230.0;978142.0;25155.0;19850.0;5305.0;120481.0;9600.0;8370.0;7213.0;9342.0;20476.0;1.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;3.0;0.0;267.0;25.0;27.0;40.0;1.0;10.0;3.0;80.0;1.0;71.0;28.0;4.0;117.0;13.0;5.0;6.0;67.0;57.0;1183.0;0.0;0.0;0.0;1.0;10202.0;10260.0;24.0;10123.0;1.0;47.0;3.0;78.0;13.0;4.0;85.0;98.0;4.0;65.0;12.0;16.0;291.0;14.0;18.0;30.0;12.0;10.0;4.0;60.0;14.0;75.0;22.0;24.0;130.0;13.0;-3.0;24.0;67.0;57.0;1203.0;0.0;0.0;0.0;1.0;10202.0;10263.0;24.0;10125.0;1.0;29.0;5.0;81.0;14.0;4.0;82.0;98.0;4.0;55.0;13.0;16.0;17423980;13598;16202;15740;12910
2020-03-17;1705.0;43.0;2.0;1.0;346.0;66;7;3.0;7.0;8.0;1.0;1.0;1.0;30.0;1.0;1.0;1.0;300.0;0.0;2476512.0;140.0;2463712.0;12660.0;1641935.0;834437.0;1498230.0;978142.0;25155.0;19850.0;5305.0;120481.0;9600.0;8370.0;7213.0;9342.0;20476.0;1.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;3.0;0.0;217.0;57.0;58.0;90.0;15.0;30.0;1.0;120.0;14.0;83.0;25.0;1.0;133.0;15.0;3.0;6.0;70.0;59.0;1168.0;0.0;0.0;0.0;1.0;10274.0;10288.0;12.0;10258.0;3.0;56.0;2.0;83.0;16.0;7.0;71.0;97.0;2.0;44.0;16.0;16.0;221.0;40.0;40.0;60.0;11.0;20.0;1.0;100.0;11.0;86.0;12.0;1.0;133.0;14.0;-11.0;6.0;81.0;68.0;1366.0;0.0;0.0;0.0;1.0;10281.0;10295.0;11.0;10263.0;1.0;4.0;1.0;83.0;18.0;8.0;68.0;98.0;1.0;47.0;14.0;19.0;17423980;13598;16202;15740;12910
2020-03-18;2051.0;58.0;2.0;1.0;409.0;74;7;3.0;7.0;8.0;1.0;1.0;1.0;30.0;1.0;1.0;1.0;300.0;0.0;2476512.0;140.0;2463712.0;12660.0;1641935.0;834437.0;1498230.0;978142.0;25155.0;19850.0;5305.0;120481.0;9600.0;8370.0;7213.0;9342.0;20476.0;1.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;3.0;1.0;231.0;58.0;61.0;80.0;10.0;40.0;23.0;130.0;10.0;98.0;64.0;3.0;120.0;15.0;51.0;6.0;15.0;13.0;565.0;0.0;0.0;0.0;1.0;10250.0;10257.0;1.0;10242.0;19.0;56.0;24.0;83.0;1.0;8.0;77.0;95.0;24.0;57.0;1.0;8.0;228.0;39.0;40.0;60.0;10.0;20.0;19.0;110.0;10.0;105.0;67.0;5.0;137.0;12.0;44.0;24.0;27.0;23.0;902.0;0.0;0.0;0.0;1.0;10254.0;10265.0;1.0;10244.0;17.0;70.0;21.0;83.0;1.0;7.0;64.0;87.0;21.0;54.0;1.0;13.0;17423980;13598;16202;15740;12910
2020-03-19;2460.0;76.0;2.0;1.0;534.0;74;7;3.0;7.0;8.0;1.0;1.0;1.0;30.0;1.0;1.0;1.0;300.0;0.0;2476512.0;140.0;2463712.0;12660.0;1641935.0;834437.0;1498230.0;978142.0;25155.0;19850.0;5305.0;120481.0;9600.0;8370.0;7213.0;9342.0;20476.0;1.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;3.0;1.0;40.0;34.0;41.0;60.0;15.0;20.0;3.0;90.0;16.0;82.0;73.0;24.0;97.0;13.0;69.0;24.0;6.0;5.0;570.0;0.0;-1.0;-1.0;1.0;10260.0;10269.0;10.0;10245.0;1.0;2.0;3.0;75.0;14.0;8.0;86.0;99.0;1.0;74.0;15.0;8.0;27.0;23.0;26.0;40.0;15.0;0.0;5.0;80.0;17.0;85.0;69.0;24.0;99.0;1.0;58.0;24.0;0.0;0.0;391.0;0.0;0.0;0.0;1.0;10258.0;10266.0;10.0;10245.0;2.0;16.0;4.0;75.0;19.0;8.0;87.0;98.0;4.0;77.0;20.0;5.0;17423980;13598;16202;15740;12910
