date,avg_temp,min_temp,max_temp,avg_relative_humidity
2020-01-20,3.4749999999999996,0.03124999999999989,7.71875,53.275
2020-01-21,1.8937499999999998,-2.925,7.4437500000000005,47.96249999999999
2020-01-22,4.48125,1.6749999999999998,6.887500000000001,67.6375
2020-01-23,6.312500000000001,3.4312500000000004,10.643750000000002,77.18124999999999
2020-01-24,5.624999999999999,1.63125,10.649999999999999,70.7
2020-01-25,6.0874999999999995,3.1187500000000004,9.862499999999997,74.58124999999998
2020-01-26,7.05,2.6499999999999995,11.1625,69.38749999999999
2020-01-27,6.4375,4.612499999999999,8.70625,77.3
2020-01-28,7.374999999999999,4.762499999999999,10.64375,71.1125
2020-01-29,6.625,3.85625,10.21875,68.01875
2020-01-30,5.38125,2.46875,9.69375,67.10625
2020-01-31,4.0375000000000005,0.9999999999999999,8.36875,68.825
2020-02-01,3.66875,-0.6,8.575,67.02499999999999
2020-02-02,3.5812500000000003,-0.45624999999999993,8.51875,61.29999999999999
2020-02-03,2.45625,-0.8562499999999998,6.300000000000001,52.225
2020-02-04,1.5812499999999998,-3.6687499999999993,6.93125,51.449999999999996
2020-02-05,-2.75,-5.999999999999999,1.48125,41.3375
2020-02-06,-2.9062500000000004,-7.999999999999999,2.50625,45.63749999999999
2020-02-07,1.1124999999999998,-3.9562500000000007,5.98125,50.349999999999994
2020-02-08,2.2562499999999996,-0.70625,6.44375,52.84374999999999
2020-02-09,1.6062499999999997,-3.3249999999999997,6.900000000000001,52.66875
2020-02-10,5.031250000000001,0.08749999999999997,11.36875,55.9875
2020-02-11,7.281250000000001,-0.03125,14.275000000000002,54.481249999999996
2020-02-12,8.918750000000001,6.75625,10.899999999999999,87.525
2020-02-13,9.006250000000001,5.912499999999999,12.8625,82.225
2020-02-14,9.450000000000001,5.343749999999999,15.91875,74.60624999999999
2020-02-15,10.66875,5.8500000000000005,16.506249999999998,75.89375
2020-02-16,2.475,-1.35,8.8875,76.6125
2020-02-17,-2.3125000000000004,-4.425000000000001,0.25,63.474999999999994
2020-02-18,-0.775,-5.61875,4.58125,50.96249999999999
2020-02-19,3.425,-2.1937499999999996,9.537499999999998,56.425
2020-02-20,6.231249999999999,1.2874999999999999,12.56875,61.443749999999994
2020-02-21,8.331249999999999,2.0062499999999996,14.493749999999999,66.175
2020-02-22,6.95625,2.7750000000000004,10.73125,56.4375
2020-02-23,4.3625,-0.5125,9.949999999999998,49.86874999999999
2020-02-24,8.44375,1.125,15.031250000000004,52.137499999999996
2020-02-25,8.393749999999999,6.518750000000001,11.181250000000002,89.61875
2020-02-26,7.58125,4.1125,12.018749999999999,78.7625
2020-02-27,6.118750000000001,2.3499999999999996,10.8125,68.60624999999999
2020-02-28,5.500000000000001,3.08125,7.68125,82.23124999999999
2020-02-29,7.675,4.04375,12.225,79.58124999999998
2020-03-01,7.575,3.7812500000000004,11.787500000000001,78.60625
2020-03-02,5.749999999999999,2.7687500000000003,10.018749999999999,57.84374999999999
2020-03-03,6.81875,1.9624999999999997,12.274999999999997,68.78749999999998
2020-03-04,4.84375,0.7125,8.95,54.30625
2020-03-05,3.03125,-1.175,8.625,51.349999999999994
2020-03-06,5.068750000000001,-1.64375,11.89375,51.199999999999996
2020-03-07,6.556249999999999,2.36875,11.3,68.50625
2020-03-08,8.74375,2.3062499999999995,16.25625,66.83125
2020-03-09,9.8125,3.925,15.0875,71.91875
2020-03-10,7.812499999999999,4.987500000000001,10.31875,84.725
2020-03-11,5.525,1.6875000000000002,10.075,45.84375
2020-03-12,7.7875000000000005,0.71875,14.906249999999998,48.65625
2020-03-13,7.875000000000001,2.95,13.212500000000002,49.6125
2020-03-14,5.699999999999999,0.2,10.53125,43.34375
2020-03-15,6.012499999999999,1.7000000000000002,11.625000000000002,50.36874999999999
2020-03-16,4.937499999999999,-0.42499999999999993,10.625,50.18749999999999
2020-03-17,8.725000000000001,2.5312500000000004,14.862499999999999,61.69374999999999
2020-03-18,11.106250000000001,4.19375,17.7,53.43749999999999
2020-03-19,10.83125,6.59375,16.675,52.324999999999996
2020-03-20,10.01875,4.48125,15.543750000000001,41.67499999999999
2020-03-21,13.75,6.9,20.9,58.04374999999999
2020-03-22,12.3625,7.399999999999999,17.91875,58.10624999999999
2020-03-23,10.625,4.699999999999999,17.275000000000002,50.24375
2020-03-24,10.393749999999997,4.50625,16.993750000000002,55.90625
2020-03-25,12.5125,5.05625,19.406249999999996,55.849999999999994
2020-03-26,14.318750000000001,9.387500000000001,18.86875,75.50625
2020-03-27,11.862500000000002,7.387500000000001,16.41875,82.08125
2020-03-28,7.8125,4.975,11.4125,49.5
2020-03-29,8.487499999999999,2.45625,14.725000000000001,58.668749999999996
2020-03-30,10.46875,5.512500000000001,16.6875,59.3125
2020-03-31,11.5375,4.8687499999999995,18.4375,59.012499999999996
2020-04-01,11.28125,7.0062500000000005,17.4,54.481249999999996
2020-04-02,10.225000000000003,4.000000000000001,16.5625,49.40625
2020-04-03,11.55,5.812499999999999,18.031250000000004,44.78125
2020-04-04,9.93125,5.175,16.606249999999996,45.606249999999996
2020-04-05,7.75,2.3125,13.89375,41.2
2020-04-06,9.85,2.55625,16.368750000000002,48.68124999999999
2020-04-07,12.25,6.5375000000000005,18.98125,50.675
2020-04-08,10.618749999999999,5.9437500000000005,16.374999999999996,43.525
2020-04-09,9.65625,3.83125,15.781250000000004,49.887499999999996
2020-04-10,10.037500000000001,6.05625,14.787500000000003,58.73749999999999
2020-04-11,9.55,5.61875,14.249999999999998,69.3625
2020-04-12,9.05625,4.9625,14.087499999999999,72.03750000000001
2020-04-13,10.35625,5.4375,16.53125,47.724999999999994
2020-04-14,13.14375,5.21875,20.90625,43.15625
2020-04-15,13.0,7.049999999999998,20.131249999999998,45.35624999999999
2020-04-16,13.8125,7.724999999999999,20.143749999999997,56.18124999999999
2020-04-17,12.44375,9.787500000000001,15.80625,82.23124999999999
2020-04-18,12.81875,9.075,18.474999999999994,74.1125
2020-04-19,11.418750000000001,8.962499999999999,14.774999999999999,85.175
2020-04-20,12.00625,8.631249999999998,16.78125,73.61249999999998
2020-04-21,9.781250000000002,5.999999999999999,14.543749999999998,44.037499999999994
2020-04-22,7.949999999999999,4.79375,12.30625,41.66875
2020-04-23,9.168750000000001,4.2,14.662499999999998,45.537499999999994
2020-04-24,10.94375,4.4875,16.10625,43.91875
2020-04-25,14.874999999999998,8.73125,20.625000000000004,51.175
2020-04-26,12.562499999999998,7.3875,18.7,53.08124999999999
2020-04-27,12.3375,6.825,18.343749999999996,55.125
2020-04-28,13.806249999999999,6.724999999999999,20.493750000000002,51.21874999999999
2020-04-29,15.70625,9.524999999999999,22.85625,45.981249999999996
2020-04-30,17.843750000000004,9.706249999999999,24.362500000000004,58.11249999999999
2020-05-01,21.11875,16.2625,26.7875,71.7
2020-05-02,20.7875,17.76875,24.987499999999997,74.63749999999999
2020-05-03,18.968749999999996,16.2625,22.437500000000004,84.625
2020-05-04,19.05625,13.737499999999999,25.812499999999996,77.44374999999998
2020-05-05,15.393749999999997,12.487499999999999,19.7375,82.8875
2020-05-06,18.175,12.48125,24.94375,66.13125
2020-05-07,17.831250000000004,12.168750000000001,23.7375,47.35000000000001
2020-05-08,17.943749999999998,11.625,23.65,55.6
2020-05-09,16.143749999999997,13.70625,19.043749999999996,92.85625
2020-05-10,16.175000000000004,13.731250000000001,19.818750000000005,82.04375
2020-05-11,18.51875,13.731249999999998,24.712500000000002,60.762499999999996
2020-05-12,17.012499999999996,12.868750000000002,22.1,59.5375
2020-05-13,17.025000000000002,10.556249999999999,22.95,47.49999999999999
